REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Montana,2010,45,X,0.243902,X,X,X,X,X,X,6,6,2460
States,Nebraska,2010,45,X,2.96108,X,X,X,X,X,X,105,16,3546
States,Nevada,2010,45,X,0.805239,X,X,X,X,X,X,75,33,9314
States,New Hampshire,2010,45,X,0.304414,X,X,X,X,X,X,16,29,5256
States,New Jersey,2010,45,X,2.2031,X,X,X,X,X,X,169,25,7671
States,New Mexico,2010,45,X,2.3776,X,X,X,X,X,X,186,24,7823
States,New York,2010,45,X,0.504756,X,X,X,X,X,X,78,105,15453
States,North Carolina,2010,45,X,0.476862,X,X,X,X,X,X,115,72,24116
States,North Dakota,2010,45,X,0.75811,X,X,X,X,X,X,43,18,5672
States,Ohio,2010,45,X,0.51801,X,X,X,X,X,X,86,44,16602
States,Oklahoma,2010,45,X,2.57453,X,X,X,X,X,X,76,16,2952
States,Oregon,2010,45,X,0.775305,X,X,X,X,X,X,54,20,6965
States,Pennsylvania,2010,45,X,1.03377,X,X,X,X,X,X,184,63,17799
States,Rhode Island,2010,45,X,0.477403,X,X,X,X,X,X,30,21,6284
States,South Carolina,2010,45,X,0.5111,X,X,X,X,X,X,32,21,6261
States,South Dakota,2010,45,X,0.743424,X,X,X,X,X,X,39,18,5246
States,Tennessee,2010,45,X,0.593704,X,X,X,X,X,X,76,53,12801
States,Texas,2010,45,X,2.51778,X,X,X,X,X,X,1310,97,52030
States,Utah,2010,45,X,0.6639,X,X,X,X,X,X,40,16,6025
States,Vermont,2010,45,X,1.12705,X,X,X,X,X,X,33,11,2928
States,Virginia,2010,45,X,1.41165,X,X,X,X,X,X,888,88,62905
States,Washington,2010,45,X,1.06724,X,X,X,X,X,X,40,18,3748
States,West Virginia,2010,45,X,2.06875,X,X,X,X,X,X,201,34,9716
States,Wisconsin,2010,45,X,1.03383,X,X,X,X,X,X,55,46,5320
States,Wyoming,2010,45,X,0.463336,X,X,X,X,X,X,23,27,4964
States,New York City,2010,45,X,1.73829,X,X,X,X,X,X,1557,42,89571
States,Alabama,2010,46,X,3.53248,X,X,X,X,X,X,434,33,12286
States,Alaska,2010,46,X,0.962567,X,X,X,X,X,X,18,7,1870
States,Arizona,2010,46,X,1.09665,X,X,X,X,X,X,284,55,25897
States,Arkansas,2010,46,X,1.55462,X,X,X,X,X,X,74,18,4760
States,California,2010,46,X,2.81963,X,X,X,X,X,X,1020,131,36175
States,Colorado,2010,46,X,0.696032,X,X,X,X,X,X,137,9,19683
States,Connecticut,2010,46,X,0.618847,X,X,X,X,X,X,22,19,3555
States,Delaware,2010,46,X,0.390879,X,X,X,X,X,X,12,11,3070
States,District of Columbia,2010,46,X,1.5844,X,X,X,X,X,X,52,4,3282
States,Florida,2010,46,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2010,46,X,4.55518,X,X,X,X,X,X,1938,62,42545
States,Hawaii,2010,46,X,1.31204,X,X,X,X,X,X,23,18,1753
States,Idaho,2010,46,X,1.95882,X,X,X,X,X,X,98,13,5003
States,Illinois,2010,46,X,1.63242,X,X,X,X,X,X,661,79,40492
States,Indiana,2010,46,X,0.820837,X,X,X,X,X,X,104,42,12670
States,Iowa,2010,46,X,0.484206,X,X,X,X,X,X,21,9,4337
States,Kansas,2010,46,X,0.595801,X,X,X,X,X,X,63,44,10574
States,Kentucky,2010,46,X,0.46321,X,X,X,X,X,X,78,15,16839
States,Louisiana,2010,46,X,2.81506,X,X,X,X,X,X,539,37,19147
States,Maine,2010,46,X,0.520341,X,X,X,X,X,X,33,31,6342
States,Maryland,2010,46,X,1.50014,X,X,X,X,X,X,156,20,10399
States,Massachusetts,2010,46,X,0.803486,X,X,X,X,X,X,236,51,29372
States,Michigan,2010,46,X,0.655481,X,X,X,X,X,X,109,49,16629
States,Minnesota,2010,46,X,0.702763,X,X,X,X,X,X,44,18,6261
States,Mississippi,2010,46,X,4.46575,X,X,X,X,X,X,764,45,17108
States,Missouri,2010,46,X,1.20367,X,X,X,X,X,X,101,31,8391
States,Montana,2010,46,X,0.10993,X,X,X,X,X,X,3,6,2729
States,Nebraska,2010,46,X,2.42303,X,X,X,X,X,X,85,16,3508
States,Nevada,2010,46,X,2.63276,X,X,X,X,X,X,294,34,11167
States,New Hampshire,2010,46,X,0.279281,X,X,X,X,X,X,16,31,5729
States,New Jersey,2010,46,X,2.13716,X,X,X,X,X,X,158,24,7393
States,New Mexico,2010,46,X,2.87842,X,X,X,X,X,X,228,24,7921
States,New York,2010,46,X,0.503441,X,X,X,X,X,X,79,107,15692
States,North Carolina,2010,46,X,0.484569,X,X,X,X,X,X,122,75,25177
States,North Dakota,2010,46,X,0.644192,X,X,X,X,X,X,30,16,4657
States,Ohio,2010,46,X,0.533199,X,X,X,X,X,X,95,45,17817
States,Oklahoma,2010,46,X,3.35068,X,X,X,X,X,X,103,16,3074
States,Oregon,2010,46,X,0.657895,X,X,X,X,X,X,44,19,6688
States,Pennsylvania,2010,46,X,0.946337,X,X,X,X,X,X,170,60,17964
States,Rhode Island,2010,46,X,0.504177,X,X,X,X,X,X,35,21,6942
States,South Carolina,2010,46,X,0.455927,X,X,X,X,X,X,33,21,7238
States,South Dakota,2010,46,X,1.00136,X,X,X,X,X,X,59,19,5892
States,Tennessee,2010,46,X,0.676526,X,X,X,X,X,X,86,51,12712
States,Texas,2010,46,X,2.24622,X,X,X,X,X,X,1121,95,49906
States,Utah,2010,46,X,0.907845,X,X,X,X,X,X,53,14,5838
States,Vermont,2010,46,X,1.79054,X,X,X,X,X,X,53,11,2960
States,Virginia,2010,46,X,1.53242,X,X,X,X,X,X,898,84,58600
States,Washington,2010,46,X,1.33132,X,X,X,X,X,X,44,16,3305
States,West Virginia,2010,46,X,1.99804,X,X,X,X,X,X,224,36,11211
States,Wisconsin,2010,46,X,1.12402,X,X,X,X,X,X,59,47,5249
States,Wyoming,2010,46,X,0.744725,X,X,X,X,X,X,36,28,4834
States,New York City,2010,46,X,1.92684,X,X,X,X,X,X,1810,43,93936
States,Alabama,2010,47,X,4.27655,X,X,X,X,X,X,360,33,8418
States,Alaska,2010,47,X,0.652316,X,X,X,X,X,X,10,6,1533
States,Arizona,2010,47,X,1.1338,X,X,X,X,X,X,251,54,22138
States,Arkansas,2010,47,X,2.02599,X,X,X,X,X,X,53,17,2616
States,California,2010,47,X,3.16132,X,X,X,X,X,X,729,134,23060
States,Colorado,2010,47,X,0.754401,X,X,X,X,X,X,108,11,14316
States,Connecticut,2010,47,X,0.716612,X,X,X,X,X,X,11,16,1535
States,Delaware,2010,47,X,0.503356,X,X,X,X,X,X,12,12,2384
States,District of Columbia,2010,47,X,3.33519,X,X,X,X,X,X,60,4,1799
States,Florida,2010,47,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2010,47,X,5.4632,X,X,X,X,X,X,1801,61,32966
States,Hawaii,2010,47,X,1.57422,X,X,X,X,X,X,128,18,8131
States,Idaho,2010,47,X,3.06882,X,X,X,X,X,X,99,13,3226
States,Illinois,2010,47,X,1.81669,X,X,X,X,X,X,622,78,34238
States,Indiana,2010,47,X,0.795053,X,X,X,X,X,X,72,44,9056
States,Iowa,2010,47,X,0.533689,X,X,X,X,X,X,8,8,1499
States,Kansas,2010,47,X,0.890511,X,X,X,X,X,X,61,43,6850
States,Kentucky,2010,47,X,0.539615,X,X,X,X,X,X,63,15,11675
States,Louisiana,2010,47,X,2.92706,X,X,X,X,X,X,433,41,14793
States,Maine,2010,47,X,0.617566,X,X,X,X,X,X,27,31,4372
States,Maryland,2010,47,X,2.01258,X,X,X,X,X,X,128,19,6360
States,Massachusetts,2010,47,X,0.958095,X,X,X,X,X,X,198,50,20666
States,Michigan,2010,47,X,0.855178,X,X,X,X,X,X,92,52,10758
States,Minnesota,2010,47,X,1.10096,X,X,X,X,X,X,47,18,4269
States,Mississippi,2010,47,X,4.83811,X,X,X,X,X,X,786,46,16246
States,Missouri,2010,47,X,1.41407,X,X,X,X,X,X,78,30,5516
States,Montana,2010,47,X,0.537057,X,X,X,X,X,X,10,6,1862
States,Nebraska,2010,47,X,0.614754,X,X,X,X,X,X,15,15,2440
States,Nevada,2010,47,X,3.10198,X,X,X,X,X,X,299,34,9639
States,New Hampshire,2010,47,X,0.205181,X,X,X,X,X,X,8,30,3899
States,New Jersey,2010,47,X,2.41758,X,X,X,X,X,X,143,25,5915
States,New Mexico,2010,47,X,2.9782,X,X,X,X,X,X,194,24,6514
States,New York,2010,47,X,0.54919,X,X,X,X,X,X,58,104,10561
States,North Carolina,2010,47,X,0.63197,X,X,X,X,X,X,102,77,16140
States,North Dakota,2010,47,X,0.590551,X,X,X,X,X,X,27,18,4572
States,Ohio,2010,47,X,0.454502,X,X,X,X,X,X,48,42,10561
States,Oklahoma,2010,47,X,2.6523,X,X,X,X,X,X,64,16,2413
States,Oregon,2010,47,X,1.06383,X,X,X,X,X,X,25,18,2350
States,Pennsylvania,2010,47,X,1.10846,X,X,X,X,X,X,144,67,12991
States,Rhode Island,2010,47,X,0.67804,X,X,X,X,X,X,31,21,4572
States,South Carolina,2010,47,X,0.513049,X,X,X,X,X,X,23,23,4483
States,South Dakota,2010,47,X,0.891996,X,X,X,X,X,X,37,18,4148
States,Tennessee,2010,47,X,0.821849,X,X,X,X,X,X,65,53,7909
States,Texas,2010,47,X,2.59866,X,X,X,X,X,X,964,90,37096
States,Utah,2010,47,X,0.743569,X,X,X,X,X,X,37,23,4976
States,Vermont,2010,47,X,1.94011,X,X,X,X,X,X,46,11,2371
States,Virginia,2010,47,X,1.62726,X,X,X,X,X,X,987,87,60654
States,Washington,2010,47,X,1.87333,X,X,X,X,X,X,21,14,1121
States,West Virginia,2010,47,X,1.68525,X,X,X,X,X,X,133,33,7892
States,Wisconsin,2010,47,X,0.978261,X,X,X,X,X,X,36,50,3680
States,Wyoming,2010,47,X,0.500147,X,X,X,X,X,X,17,29,3399
States,New York City,2010,47,X,2.33103,X,X,X,X,X,X,1971,43,84555
States,Alabama,2010,48,X,4.44043,X,X,X,X,X,X,467,35,10517
States,Alaska,2010,48,X,0.45977,X,X,X,X,X,X,8,8,1740
States,Arizona,2010,48,X,1.42227,X,X,X,X,X,X,371,56,26085
States,Arkansas,2010,48,X,1.39295,X,X,X,X,X,X,62,18,4451
States,California,2010,48,X,2.60631,X,X,X,X,X,X,939,135,36028
States,Colorado,2010,48,X,0.849729,X,X,X,X,X,X,168,11,19771
States,Connecticut,2010,48,X,0.442994,X,X,X,X,X,X,19,19,4289
States,Delaware,2010,48,X,0.270005,X,X,X,X,X,X,11,13,4074
States,District of Columbia,2010,48,X,4.15896,X,X,X,X,X,X,135,4,3246
States,Florida,2010,48,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2010,48,X,3.48178,X,X,X,X,X,X,1315,62,37768
States,Hawaii,2010,48,X,1.96305,X,X,X,X,X,X,34,18,1732
States,Idaho,2010,48,X,1.80142,X,X,X,X,X,X,86,13,4774
States,Illinois,2010,48,X,1.62132,X,X,X,X,X,X,659,79,40646
States,Indiana,2010,48,X,0.887189,X,X,X,X,X,X,109,43,12286
States,Iowa,2010,48,X,0.827498,X,X,X,X,X,X,26,10,3142
States,Kansas,2010,48,X,0.719424,X,X,X,X,X,X,66,42,9174
States,Kentucky,2010,48,X,0.673462,X,X,X,X,X,X,111,14,16482
States,Louisiana,2010,48,X,2.66482,X,X,X,X,X,X,443,40,16624
States,Maine,2010,48,X,0.347958,X,X,X,X,X,X,23,31,6610
States,Maryland,2010,48,X,1.86342,X,X,X,X,X,X,167,20,8962
States,Massachusetts,2010,48,X,0.903185,X,X,X,X,X,X,260,54,28787
States,Michigan,2010,48,X,0.564609,X,X,X,X,X,X,88,49,15586
States,Minnesota,2010,48,X,0.855418,X,X,X,X,X,X,51,18,5962
States,Mississippi,2010,48,X,4.88509,X,X,X,X,X,X,829,44,16970
States,Missouri,2010,48,X,1.56732,X,X,X,X,X,X,132,30,8422
States,Montana,2010,48,X,0.0380518,X,X,X,X,X,X,1,6,2628
States,Nebraska,2010,48,X,2.8157,X,X,X,X,X,X,99,15,3516
States,Nevada,2010,48,X,2.89043,X,X,X,X,X,X,325,34,11244
States,New Hampshire,2010,48,X,0.138806,X,X,X,X,X,X,7,29,5043
States,New Jersey,2010,48,X,2.60116,X,X,X,X,X,X,144,24,5536
States,New Mexico,2010,48,X,2.8547,X,X,X,X,X,X,234,25,8197
States,New York,2010,48,X,1.62591,X,X,X,X,X,X,244,105,15007
States,North Carolina,2010,48,X,0.657793,X,X,X,X,X,X,170,77,25844
States,North Dakota,2010,48,X,0.347088,X,X,X,X,X,X,18,17,5186
States,Ohio,2010,48,X,0.349567,X,X,X,X,X,X,59,50,16878
States,Oklahoma,2010,48,X,2.14477,X,X,X,X,X,X,64,16,2984
States,Oregon,2010,48,X,0.718276,X,X,X,X,X,X,27,20,3759
States,Pennsylvania,2010,48,X,1.20878,X,X,X,X,X,X,217,65,17952
States,Rhode Island,2010,48,X,0.765766,X,X,X,X,X,X,51,21,6660
States,South Carolina,2010,48,X,0.509782,X,X,X,X,X,X,37,22,7258
States,South Dakota,2010,48,X,1.10714,X,X,X,X,X,X,62,19,5600
States,Tennessee,2010,48,X,0.805777,X,X,X,X,X,X,106,54,13155
States,Texas,2010,48,X,2.56617,X,X,X,X,X,X,1273,93,49607
States,Utah,2010,48,X,0.838308,X,X,X,X,X,X,66,22,7873
States,Vermont,2010,48,X,1.57528,X,X,X,X,X,X,52,12,3301
States,Virginia,2010,48,X,1.57146,X,X,X,X,X,X,970,88,61726
States,Washington,2010,48,X,0.981767,X,X,X,X,X,X,35,17,3565
States,West Virginia,2010,48,X,1.39059,X,X,X,X,X,X,159,38,11434
States,Wisconsin,2010,48,X,1.27081,X,X,X,X,X,X,71,49,5587
States,Wyoming,2010,48,X,0.593776,X,X,X,X,X,X,29,28,4884
States,New York City,2010,48,X,2.54207,X,X,X,X,X,X,2411,41,94844
States,Alabama,2010,49,X,5.81097,X,X,X,X,X,X,656,37,11289
States,Alaska,2010,49,X,0.797721,X,X,X,X,X,X,14,8,1755
States,Arizona,2010,49,X,2.14835,X,X,X,X,X,X,517,53,24065
States,Arkansas,2010,49,X,1.02064,X,X,X,X,X,X,44,17,4311
States,California,2010,49,X,3.05613,X,X,X,X,X,X,1072,135,35077
States,Colorado,2010,49,X,0.809504,X,X,X,X,X,X,154,12,19024
States,Connecticut,2010,49,X,0.654897,X,X,X,X,X,X,23,11,3512
States,Delaware,2010,49,X,0.361156,X,X,X,X,X,X,9,10,2492
States,District of Columbia,2010,49,X,3.26052,X,X,X,X,X,X,100,4,3067
States,Florida,2010,49,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2010,49,X,4.48962,X,X,X,X,X,X,1685,62,37531
States,Hawaii,2010,49,X,2.42215,X,X,X,X,X,X,42,18,1734
States,Idaho,2010,49,X,1.72267,X,X,X,X,X,X,81,13,4702
States,Illinois,2010,49,X,1.85288,X,X,X,X,X,X,732,79,39506
States,Indiana,2010,49,X,0.949958,X,X,X,X,X,X,112,42,11790
States,Iowa,2010,49,X,0.954329,X,X,X,X,X,X,28,10,2934
States,Kansas,2010,49,X,0.828437,X,X,X,X,X,X,86,43,10381
States,Kentucky,2010,49,X,0.598723,X,X,X,X,X,X,90,15,15032
States,Louisiana,2010,49,X,2.80486,X,X,X,X,X,X,492,40,17541
States,Maine,2010,49,X,0.435219,X,X,X,X,X,X,26,31,5974
States,Maryland,2010,49,X,1.55109,X,X,X,X,X,X,153,20,9864
States,Massachusetts,2010,49,X,0.96749,X,X,X,X,X,X,272,54,28114
States,Michigan,2010,49,X,0.563399,X,X,X,X,X,X,85,52,15087
States,Minnesota,2010,49,X,0.584334,X,X,X,X,X,X,37,17,6332
States,Mississippi,2010,49,X,5.33836,X,X,X,X,X,X,878,46,16447
States,Missouri,2010,49,X,1.37036,X,X,X,X,X,X,113,31,8246
States,Montana,2010,49,X,0.0359454,X,X,X,X,X,X,1,6,2782
States,Nebraska,2010,49,X,2.46212,X,X,X,X,X,X,91,16,3696
States,Nevada,2010,49,X,3.28279,X,X,X,X,X,X,394,35,12002
States,New Hampshire,2010,49,X,0.247015,X,X,X,X,X,X,12,30,4858
States,New Jersey,2010,49,X,2.65371,X,X,X,X,X,X,183,24,6896
States,New Mexico,2010,49,X,2.32423,X,X,X,X,X,X,200,25,8605
States,New York,2010,49,X,2.1629,X,X,X,X,X,X,303,103,14009
States,North Carolina,2010,49,X,0.613611,X,X,X,X,X,X,132,75,21512
States,North Dakota,2010,49,X,0.23753,X,X,X,X,X,X,11,18,4631
States,Ohio,2010,49,X,0.342466,X,X,X,X,X,X,55,50,16060
States,Oklahoma,2010,49,X,2.33623,X,X,X,X,X,X,51,15,2183
States,Oregon,2010,49,X,0.980101,X,X,X,X,X,X,33,19,3367
States,Pennsylvania,2010,49,X,1.22407,X,X,X,X,X,X,203,61,16584
States,Rhode Island,2010,49,X,0.635497,X,X,X,X,X,X,42,21,6609
States,South Carolina,2010,49,X,0.484707,X,X,X,X,X,X,29,20,5983
States,South Dakota,2010,49,X,1.16321,X,X,X,X,X,X,64,19,5502
States,Tennessee,2010,49,X,1.10577,X,X,X,X,X,X,122,50,11033
States,Texas,2010,49,X,2.40335,X,X,X,X,X,X,1165,93,48474
States,Utah,2010,49,X,1.16492,X,X,X,X,X,X,89,21,7640
States,Vermont,2010,49,X,1.15663,X,X,X,X,X,X,48,14,4150
States,Virginia,2010,49,X,1.69937,X,X,X,X,X,X,982,86,57786
States,Washington,2010,49,X,0.96463,X,X,X,X,X,X,33,17,3421
States,West Virginia,2010,49,X,1.58682,X,X,X,X,X,X,158,33,9957
States,Wisconsin,2010,49,X,1.27947,X,X,X,X,X,X,70,46,5471
States,Wyoming,2010,49,X,0.418323,X,X,X,X,X,X,20,27,4781
States,New York City,2010,49,X,2.73001,X,X,X,X,X,X,2524,41,92454
States,Alabama,2010,50,X,10.4359,X,X,X,X,X,X,1245,36,11930
States,Alaska,2010,50,X,1.05581,X,X,X,X,X,X,21,9,1989
States,Arizona,2010,50,X,2.01836,X,X,X,X,X,X,488,55,24178
States,Arkansas,2010,50,X,2.10551,X,X,X,X,X,X,89,18,4227
States,California,2010,50,X,3.6598,X,X,X,X,X,X,1170,128,31969
States,Colorado,2010,50,X,0.901601,X,X,X,X,X,X,174,13,19299
States,Connecticut,2010,50,X,0.659413,X,X,X,X,X,X,20,18,3033
States,Delaware,2010,50,X,0.293902,X,X,X,X,X,X,12,13,4083
States,District of Columbia,2010,50,X,4.33125,X,X,X,X,X,X,125,4,2886
States,Florida,2010,50,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2010,50,X,6.30401,X,X,X,X,X,X,2254,61,35755
States,Hawaii,2010,50,X,2.51225,X,X,X,X,X,X,41,17,1632
States,Idaho,2010,50,X,1.36502,X,X,X,X,X,X,54,12,3956
States,Illinois,2010,50,X,2.05097,X,X,X,X,X,X,775,80,37787
States,Indiana,2010,50,X,0.964187,X,X,X,X,X,X,98,41,10164
States,Iowa,2010,50,X,1.49854,X,X,X,X,X,X,41,10,2736
States,Kansas,2010,50,X,0.8626,X,X,X,X,X,X,84,41,9738
States,Kentucky,2010,50,X,0.629651,X,X,X,X,X,X,77,13,12229
States,Louisiana,2010,50,X,3.37939,X,X,X,X,X,X,450,34,13316
States,Maine,2010,50,X,0.341472,X,X,X,X,X,X,20,29,5857
States,Maryland,2010,50,X,2.00849,X,X,X,X,X,X,175,18,8713
States,Massachusetts,2010,50,X,1.12005,X,X,X,X,X,X,316,55,28213
States,Michigan,2010,50,X,0.755685,X,X,X,X,X,X,106,52,14027
States,Minnesota,2010,50,X,1.16119,X,X,X,X,X,X,59,15,5081
States,Mississippi,2010,50,X,8.81573,X,X,X,X,X,X,1529,48,17344
States,Missouri,2010,50,X,1.41003,X,X,X,X,X,X,126,32,8936
States,Montana,2010,50,X,0.0772798,X,X,X,X,X,X,2,6,2588
States,Nebraska,2010,50,X,3.2371,X,X,X,X,X,X,111,15,3429
States,Nevada,2010,50,X,4.28725,X,X,X,X,X,X,440,33,10263
States,New Hampshire,2010,50,X,0.070922,X,X,X,X,X,X,4,31,5640
States,New Jersey,2010,50,X,3.20073,X,X,X,X,X,X,210,25,6561
States,New Mexico,2010,50,X,2.72335,X,X,X,X,X,X,221,25,8115
States,New York,2010,50,X,2.68099,X,X,X,X,X,X,357,102,13316
States,North Carolina,2010,50,X,0.628731,X,X,X,X,X,X,119,74,18927
States,North Dakota,2010,50,X,0.317628,X,X,X,X,X,X,6,11,1889
States,Ohio,2010,50,X,0.446457,X,X,X,X,X,X,69,52,15455
States,Oklahoma,2010,50,X,3.40386,X,X,X,X,X,X,111,17,3261
States,Oregon,2010,50,X,1.39498,X,X,X,X,X,X,35,19,2509
States,Pennsylvania,2010,50,X,1.35668,X,X,X,X,X,X,196,58,14447
States,Rhode Island,2010,50,X,0.468165,X,X,X,X,X,X,30,21,6408
States,South Carolina,2010,50,X,0.804237,X,X,X,X,X,X,41,17,5098
States,South Dakota,2010,50,X,0.945846,X,X,X,X,X,X,51,19,5392
States,Tennessee,2010,50,X,1.37845,X,X,X,X,X,X,121,51,8778
States,Texas,2010,50,X,2.84097,X,X,X,X,X,X,1350,88,47519
States,Utah,2010,50,X,1.1154,X,X,X,X,X,X,78,21,6993
States,Vermont,2010,50,X,1.34553,X,X,X,X,X,X,50,14,3716
States,Virginia,2010,50,X,1.75344,X,X,X,X,X,X,945,83,53894
States,Washington,2010,50,X,0.647549,X,X,X,X,X,X,14,16,2162
States,West Virginia,2010,50,X,1.41603,X,X,X,X,X,X,121,34,8545
States,Wisconsin,2010,50,X,0.661686,X,X,X,X,X,X,31,50,4685
States,Wyoming,2010,50,X,0.311785,X,X,X,X,X,X,15,28,4811
States,New York City,2010,50,X,3.28095,X,X,X,X,X,X,3113,41,94881
States,Alabama,2010,51,X,13.0878,X,X,X,X,X,X,1297,36,9910
States,Alaska,2010,51,X,0.852273,X,X,X,X,X,X,15,8,1760
